locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHACDFAM_02493	CDS	297				hypothetical protein
EHACDFAM_02494	CDS	336	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
EHACDFAM_02495	CDS	360	livK		COG0683	Leucine-specific-binding protein
EHACDFAM_02496	CDS	492				hypothetical protein
EHACDFAM_02497	CDS	303				hypothetical protein
EHACDFAM_02498	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
EHACDFAM_02499	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
EHACDFAM_02500	CDS	672	cysL		COG0583	HTH-type transcriptional regulator CysL
EHACDFAM_02501	CDS	360	galS		COG1609	HTH-type transcriptional regulator GalS
EHACDFAM_02502	CDS	141				hypothetical protein
EHACDFAM_02503	CDS	234				hypothetical protein
EHACDFAM_02504	CDS	483	csgB			Minor curlin subunit
EHACDFAM_02505	CDS	432	betT		COG1292	High-affinity choline transport protein
EHACDFAM_02506	CDS	240	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
EHACDFAM_02507	CDS	333	gstB	2.5.1.18	COG0625	Glutathione S-transferase GstB
EHACDFAM_02508	CDS	255				hypothetical protein
EHACDFAM_02509	CDS	216	metH	2.1.1.13	COG0646	Methionine synthase
EHACDFAM_02510	CDS	327				hypothetical protein
EHACDFAM_02511	CDS	384				hypothetical protein
EHACDFAM_02512	CDS	189	dsrB			Protein DsrB
EHACDFAM_02513	CDS	474	rcsA		COG2771	Transcriptional regulatory protein RcsA
EHACDFAM_02514	CDS	168				hypothetical protein
EHACDFAM_02515	CDS	387				hypothetical protein
EHACDFAM_02516	CDS	240				hypothetical protein
EHACDFAM_02517	CDS	255				hypothetical protein
EHACDFAM_02518	CDS	216				hypothetical protein
EHACDFAM_02519	CDS	651				hypothetical protein
EHACDFAM_02520	CDS	468	yjjI			putative protein YjjI
EHACDFAM_02521	CDS	294	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
EHACDFAM_02522	CDS	264	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
EHACDFAM_02523	CDS	309				hypothetical protein
EHACDFAM_02524	CDS	261	rof		COG4568	Protein rof
EHACDFAM_02525	CDS	201				hypothetical protein
EHACDFAM_02526	CDS	279	purR		COG1609	HTH-type transcriptional repressor PurR
EHACDFAM_02527	CDS	423	yahB			putative HTH-type transcriptional regulator YahB
EHACDFAM_02528	CDS	153				hypothetical protein
EHACDFAM_02529	CDS	375				hypothetical protein
EHACDFAM_02530	CDS	129	mntS			Small protein MntS
EHACDFAM_02531	CDS	261				hypothetical protein
EHACDFAM_02532	CDS	297				hypothetical protein
EHACDFAM_02533	CDS	393		2.4.1.352	COG0366	Glucosylglycerate phosphorylase
EHACDFAM_02534	CDS	459				hypothetical protein
EHACDFAM_02535	CDS	555	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
EHACDFAM_02536	CDS	270				hypothetical protein
EHACDFAM_02537	CDS	285				hypothetical protein
EHACDFAM_02538	CDS	129				hypothetical protein
EHACDFAM_02539	CDS	342	lepB	3.4.21.89	COG0681	Signal peptidase I
EHACDFAM_02540	CDS	375			COG1555	putative protein
EHACDFAM_02541	CDS	687				hypothetical protein
EHACDFAM_02542	CDS	141				hypothetical protein
EHACDFAM_02543	CDS	336				hypothetical protein
EHACDFAM_02544	CDS	339	phoP			Virulence transcriptional regulatory protein PhoP
EHACDFAM_02545	CDS	609				hypothetical protein
EHACDFAM_02546	CDS	375	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
EHACDFAM_02547	CDS	384				hypothetical protein
EHACDFAM_02548	CDS	189				hypothetical protein
EHACDFAM_02549	CDS	267				hypothetical protein
EHACDFAM_02550	CDS	474				hypothetical protein
EHACDFAM_02551	CDS	219	metC_2	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
EHACDFAM_02552	CDS	429	mdtM			Multidrug resistance protein MdtM
EHACDFAM_02553	CDS	171				hypothetical protein
EHACDFAM_02554	CDS	255				hypothetical protein
EHACDFAM_02555	CDS	375	rpsL		COG0048	30S ribosomal protein S12
EHACDFAM_02556	CDS	135	ypdB		COG3279	Transcriptional regulatory protein YpdB
EHACDFAM_02557	CDS	648				hypothetical protein
EHACDFAM_02558	CDS	327	ychF		COG0012	Ribosome-binding ATPase YchF
EHACDFAM_02559	CDS	330	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
EHACDFAM_02560	CDS	546				hypothetical protein
EHACDFAM_02561	CDS	291	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
EHACDFAM_02562	CDS	315				hypothetical protein
EHACDFAM_02563	CDS	315				hypothetical protein
EHACDFAM_02564	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
EHACDFAM_02565	CDS	246				hypothetical protein
EHACDFAM_02566	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
EHACDFAM_02567	CDS	540				hypothetical protein
EHACDFAM_02568	CDS	147				hypothetical protein
EHACDFAM_02569	CDS	405				hypothetical protein
EHACDFAM_02570	CDS	168				hypothetical protein
EHACDFAM_02571	CDS	501	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
EHACDFAM_02572	CDS	450	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
EHACDFAM_02573	CDS	180				hypothetical protein
EHACDFAM_02574	CDS	366				hypothetical protein
EHACDFAM_02575	CDS	663				hypothetical protein
EHACDFAM_02576	CDS	195	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
EHACDFAM_02577	CDS	189				hypothetical protein
EHACDFAM_02578	CDS	369				hypothetical protein
EHACDFAM_02579	CDS	207				hypothetical protein
EHACDFAM_02580	CDS	261	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
EHACDFAM_02581	CDS	300				hypothetical protein
EHACDFAM_02582	CDS	357	yohC			Inner membrane protein YohC
EHACDFAM_02583	CDS	132				hypothetical protein
EHACDFAM_02584	CDS	345	elfC		COG3188	putative outer membrane usher protein ElfC
EHACDFAM_02585	CDS	426				hypothetical protein
EHACDFAM_02586	CDS	477	ftsY		COG0552	Signal recognition particle receptor FtsY
EHACDFAM_02587	CDS	228				hypothetical protein
EHACDFAM_02588	CDS	231				hypothetical protein
EHACDFAM_02589	CDS	276				hypothetical protein
EHACDFAM_02590	CDS	444	basR			Transcriptional regulatory protein BasR
EHACDFAM_02591	CDS	492				hypothetical protein
EHACDFAM_02592	CDS	240				hypothetical protein
EHACDFAM_02593	CDS	498				hypothetical protein
EHACDFAM_02594	CDS	363				hypothetical protein
EHACDFAM_02595	CDS	174				hypothetical protein
EHACDFAM_02596	CDS	276				hypothetical protein
EHACDFAM_02597	CDS	588	yadV_4			putative fimbrial chaperone YadV
EHACDFAM_02598	CDS	627	gltC			HTH-type transcriptional regulator GltC
EHACDFAM_02599	CDS	168				hypothetical protein
EHACDFAM_02600	CDS	216				hypothetical protein
EHACDFAM_02601	CDS	183				hypothetical protein
EHACDFAM_02602	CDS	333				hypothetical protein
EHACDFAM_02603	CDS	243				hypothetical protein
EHACDFAM_02604	CDS	531	cca		COG0617	Multifunctional CCA protein
EHACDFAM_02605	CDS	432	ybeZ		COG1702	PhoH-like protein
EHACDFAM_02606	CDS	417				hypothetical protein
EHACDFAM_02607	CDS	237				hypothetical protein
EHACDFAM_02608	CDS	630	nirC		COG2116	Nitrite transporter NirC
EHACDFAM_02609	CDS	168	tktA	2.2.1.1	COG0021	Transketolase 1
EHACDFAM_02610	CDS	384	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
EHACDFAM_02611	CDS	321				hypothetical protein
EHACDFAM_02612	CDS	405				hypothetical protein
EHACDFAM_02613	CDS	420	fucU_2	5.1.3.29		L-fucose mutarotase
EHACDFAM_02614	CDS	147	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
EHACDFAM_02615	CDS	477				hypothetical protein
EHACDFAM_02616	CDS	312				hypothetical protein
EHACDFAM_02617	CDS	258				hypothetical protein
EHACDFAM_02618	CDS	450	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
EHACDFAM_02619	CDS	225				hypothetical protein
EHACDFAM_02620	CDS	117				hypothetical protein
EHACDFAM_02621	CDS	651	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
EHACDFAM_02622	CDS	351	rodZ		COG1426	Cytoskeleton protein RodZ
EHACDFAM_02623	CDS	171				hypothetical protein
EHACDFAM_02624	CDS	198				hypothetical protein
EHACDFAM_02625	CDS	288				hypothetical protein
EHACDFAM_02626	CDS	591				hypothetical protein
EHACDFAM_02627	CDS	147				hypothetical protein
EHACDFAM_02628	CDS	594	abaF			Fosfomycin resistance protein AbaF
EHACDFAM_02629	CDS	531				hypothetical protein
EHACDFAM_02630	CDS	606	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
EHACDFAM_02631	CDS	621	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
EHACDFAM_02632	CDS	180	proY		COG1113	Proline-specific permease ProY
EHACDFAM_02633	CDS	237				hypothetical protein
EHACDFAM_02634	CDS	423	intA		COG0582	Prophage integrase IntA
EHACDFAM_02635	CDS	432	pduD	4.2.1.28		Propanediol dehydratase medium subunit
EHACDFAM_02636	CDS	333				hypothetical protein
EHACDFAM_02637	CDS	378	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
EHACDFAM_02638	CDS	237				hypothetical protein
EHACDFAM_02639	CDS	480	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
EHACDFAM_02640	CDS	297				hypothetical protein
EHACDFAM_02641	CDS	228				hypothetical protein
EHACDFAM_02642	CDS	192				hypothetical protein
EHACDFAM_02643	CDS	588	glpR		COG1349	Glycerol-3-phosphate regulon repressor
EHACDFAM_02644	CDS	198				hypothetical protein
EHACDFAM_02645	CDS	237	hflC		COG0330	Modulator of FtsH protease HflC
EHACDFAM_02646	CDS	387	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
EHACDFAM_02647	CDS	255				hypothetical protein
EHACDFAM_02648	CDS	204				hypothetical protein
EHACDFAM_02649	CDS	273	mdtB			Multidrug resistance protein MdtB
EHACDFAM_02650	CDS	243				hypothetical protein
EHACDFAM_02651	CDS	159				hypothetical protein
EHACDFAM_02652	CDS	258	iscR		COG1959	HTH-type transcriptional regulator IscR
EHACDFAM_02653	CDS	171				hypothetical protein
EHACDFAM_02654	CDS	390				hypothetical protein
EHACDFAM_02655	CDS	462	prc	3.4.21.102	COG0793	Tail-specific protease
EHACDFAM_02656	CDS	279				hypothetical protein
EHACDFAM_02657	CDS	168				hypothetical protein
EHACDFAM_02658	CDS	669				hypothetical protein
EHACDFAM_02659	CDS	315				hypothetical protein
EHACDFAM_02660	CDS	222				hypothetical protein
EHACDFAM_02661	CDS	237				hypothetical protein
EHACDFAM_02662	CDS	204				hypothetical protein
EHACDFAM_02663	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
EHACDFAM_02664	CDS	207				hypothetical protein
EHACDFAM_02665	CDS	159				hypothetical protein
EHACDFAM_02666	CDS	378				hypothetical protein
EHACDFAM_02667	CDS	234				hypothetical protein
EHACDFAM_02668	CDS	282	rimP		COG0779	Ribosome maturation factor RimP
EHACDFAM_02669	CDS	492				hypothetical protein
EHACDFAM_02670	CDS	252				hypothetical protein
EHACDFAM_02671	CDS	204				hypothetical protein
EHACDFAM_02672	CDS	267				hypothetical protein
EHACDFAM_02673	CDS	234				hypothetical protein
EHACDFAM_02674	CDS	147	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
EHACDFAM_02675	CDS	210	cysW		COG4208	Sulfate transport system permease protein CysW
EHACDFAM_02676	CDS	306				hypothetical protein
EHACDFAM_02677	CDS	222				hypothetical protein
EHACDFAM_02678	CDS	231				hypothetical protein
EHACDFAM_02679	CDS	168				hypothetical protein
EHACDFAM_02680	CDS	192	pduV		COG4917	Propanediol utilization protein PduV
EHACDFAM_02681	CDS	243				hypothetical protein
EHACDFAM_02682	CDS	366				Epimerase family protein
EHACDFAM_02683	CDS	474	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
EHACDFAM_02684	CDS	381				hypothetical protein
EHACDFAM_02685	CDS	150	mrcB		COG0744	Penicillin-binding protein 1B
EHACDFAM_02686	CDS	465	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
EHACDFAM_02687	CDS	372				hypothetical protein
EHACDFAM_02688	CDS	525	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
EHACDFAM_02689	CDS	495	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
EHACDFAM_02690	CDS	330				hypothetical protein
EHACDFAM_02691	CDS	654	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
EHACDFAM_02692	CDS	126	adk	2.7.4.3	COG0563	Adenylate kinase
EHACDFAM_02693	CDS	477				hypothetical protein
EHACDFAM_02694	CDS	402		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
EHACDFAM_02695	CDS	516	ackA	2.7.2.1	COG0282	Acetate kinase
EHACDFAM_02696	CDS	210	cspC			Cold shock-like protein CspC
EHACDFAM_02697	CDS	450				hypothetical protein
EHACDFAM_02698	CDS	339				hypothetical protein
EHACDFAM_02699	CDS	180				hypothetical protein
EHACDFAM_02700	CDS	540	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
EHACDFAM_02701	CDS	222				hypothetical protein
EHACDFAM_02702	CDS	153				hypothetical protein
EHACDFAM_02703	CDS	501				hypothetical protein
EHACDFAM_02704	CDS	411	xylB_1	2.7.1.17	COG1070	Xylulose kinase
EHACDFAM_02705	CDS	213				hypothetical protein
EHACDFAM_02706	CDS	150				hypothetical protein
EHACDFAM_02707	CDS	114	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
EHACDFAM_02708	CDS	345				hypothetical protein
EHACDFAM_02709	CDS	552				hypothetical protein
EHACDFAM_02710	CDS	270				hypothetical protein
EHACDFAM_02711	CDS	162				hypothetical protein
EHACDFAM_02712	CDS	393	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
EHACDFAM_02713	CDS	468				hypothetical protein
EHACDFAM_02714	CDS	621	oppC		COG1173	Oligopeptide transport system permease protein OppC
EHACDFAM_02715	CDS	228	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
EHACDFAM_02716	CDS	471				hypothetical protein
EHACDFAM_02717	CDS	297	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
EHACDFAM_02718	CDS	252				hypothetical protein
EHACDFAM_02719	CDS	144	rstA		COG0745	Transcriptional regulatory protein RstA
EHACDFAM_02720	CDS	237				hypothetical protein
EHACDFAM_02721	CDS	234				hypothetical protein
EHACDFAM_02722	CDS	438				hypothetical protein
EHACDFAM_02723	CDS	411	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
EHACDFAM_02724	CDS	309	hutH	4.3.1.3		Histidine ammonia-lyase
EHACDFAM_02725	CDS	204				hypothetical protein
EHACDFAM_02726	CDS	297	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
EHACDFAM_02727	CDS	174	ortT			Orphan toxin OrtT
EHACDFAM_02728	CDS	645				hypothetical protein
EHACDFAM_02729	CDS	120				hypothetical protein
EHACDFAM_02730	CDS	267				hypothetical protein
EHACDFAM_02731	CDS	258	ybaL		COG1226	Putative cation/proton antiporter YbaL
EHACDFAM_02732	CDS	276	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
EHACDFAM_02733	CDS	174				hypothetical protein
EHACDFAM_02734	CDS	411				hypothetical protein
EHACDFAM_02735	CDS	558	hypB		COG0378	Hydrogenase maturation factor HypB
EHACDFAM_02736	CDS	378				hypothetical protein
EHACDFAM_02737	CDS	513	ybhN		COG0392	Inner membrane protein YbhN
EHACDFAM_02738	CDS	201				hypothetical protein
EHACDFAM_02739	CDS	252	hmuU_2		COG0609	Hemin transport system permease protein HmuU
EHACDFAM_02740	CDS	159				hypothetical protein
EHACDFAM_02741	CDS	153				hypothetical protein
EHACDFAM_02742	CDS	312	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
EHACDFAM_02743	CDS	198				hypothetical protein
EHACDFAM_02744	CDS	156				hypothetical protein
EHACDFAM_02745	CDS	402				hypothetical protein
EHACDFAM_02746	CDS	252				hypothetical protein
EHACDFAM_02747	CDS	288				hypothetical protein
EHACDFAM_02748	CDS	132				hypothetical protein
EHACDFAM_02749	CDS	270	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
EHACDFAM_02750	CDS	372				hypothetical protein
EHACDFAM_02751	CDS	573	rhaR_4			HTH-type transcriptional activator RhaR
EHACDFAM_02752	CDS	459				hypothetical protein
EHACDFAM_02753	CDS	141				hypothetical protein
EHACDFAM_02754	CDS	354				hypothetical protein
EHACDFAM_02755	CDS	309	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
EHACDFAM_02756	CDS	204				hypothetical protein
EHACDFAM_02757	tRNA	77				tRNA-Arg(tct)
EHACDFAM_02758	CDS	210				hypothetical protein
EHACDFAM_02759	CDS	201				hypothetical protein
EHACDFAM_02760	CDS	141	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
EHACDFAM_02761	CDS	336	adaA	2.1.1.-	COG2169	Bifunctional transcriptional activator/DNA repair enzyme AdaA
EHACDFAM_02762	CDS	216	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
EHACDFAM_02763	CDS	237				hypothetical protein
EHACDFAM_02764	CDS	147				hypothetical protein
EHACDFAM_02765	CDS	339	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
EHACDFAM_02766	CDS	120	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
EHACDFAM_02767	CDS	360	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
EHACDFAM_02768	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
EHACDFAM_02769	CDS	180				hypothetical protein
EHACDFAM_02770	CDS	186				hypothetical protein
EHACDFAM_02771	CDS	411				hypothetical protein
EHACDFAM_02772	CDS	432	pgrR			HTH-type transcriptional regulator PgrR
EHACDFAM_02773	CDS	480				hypothetical protein
EHACDFAM_02774	CDS	300	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
EHACDFAM_02775	CDS	180				hypothetical protein
EHACDFAM_02776	CDS	369				hypothetical protein
EHACDFAM_02777	CDS	411	cooF_2		COG1142	Iron-sulfur protein
EHACDFAM_02778	CDS	468				hypothetical protein
EHACDFAM_02779	CDS	129				hypothetical protein
EHACDFAM_02780	CDS	420				hypothetical protein
EHACDFAM_02781	CDS	462				hypothetical protein
EHACDFAM_02782	CDS	540				hypothetical protein
EHACDFAM_02783	CDS	312				hypothetical protein
EHACDFAM_02784	CDS	216				hypothetical protein
EHACDFAM_02785	CDS	273	yjdJ		COG2388	putative protein YjdJ
EHACDFAM_02786	CDS	264				hypothetical protein
EHACDFAM_02787	CDS	168	ybaB		COG0718	Nucleoid-associated protein YbaB
EHACDFAM_02788	CDS	333	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
EHACDFAM_02789	CDS	129				hypothetical protein
EHACDFAM_02790	CDS	552	gltT			Proton/sodium-glutamate symport protein
EHACDFAM_02791	CDS	411	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
EHACDFAM_02792	CDS	117				hypothetical protein
EHACDFAM_02793	CDS	210				hypothetical protein
EHACDFAM_02794	CDS	450	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
EHACDFAM_02795	CDS	438				hypothetical protein
EHACDFAM_02796	CDS	507	lepA	3.6.5.-	COG0481	Elongation factor 4
EHACDFAM_02797	CDS	168				hypothetical protein
EHACDFAM_02798	CDS	522				hypothetical protein
EHACDFAM_02799	CDS	351	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
EHACDFAM_02800	CDS	495	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
EHACDFAM_02801	CDS	567	rbsA_3	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
EHACDFAM_02802	CDS	336	cpoB		COG1729	Cell division coordinator CpoB
EHACDFAM_02803	CDS	360				hypothetical protein
EHACDFAM_02804	CDS	615				ISNCY family transposase ISRor2
EHACDFAM_02805	CDS	303				hypothetical protein
EHACDFAM_02806	CDS	387				hypothetical protein
EHACDFAM_02807	CDS	582	rdgC		COG2974	Recombination-associated protein RdgC
EHACDFAM_02808	CDS	219				hypothetical protein
EHACDFAM_02809	CDS	219	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
EHACDFAM_02810	CDS	354				hypothetical protein
EHACDFAM_02811	CDS	150				hypothetical protein
EHACDFAM_02812	CDS	546	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
EHACDFAM_02813	CDS	255				hypothetical protein
EHACDFAM_02814	CDS	219				hypothetical protein
EHACDFAM_02815	CDS	156				hypothetical protein
EHACDFAM_02816	CDS	519	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
EHACDFAM_02817	CDS	483	fliK		COG3144	Flagellar hook-length control protein
EHACDFAM_02818	CDS	426	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
EHACDFAM_02819	CDS	450	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
EHACDFAM_02820	CDS	336				hypothetical protein
EHACDFAM_02821	CDS	285	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
EHACDFAM_02822	CDS	237				hypothetical protein
EHACDFAM_02823	CDS	198			COG0803	putative periplasmic iron-binding protein
EHACDFAM_02824	CDS	153				hypothetical protein
EHACDFAM_02825	CDS	423				hypothetical protein
EHACDFAM_02826	CDS	399				hypothetical protein
EHACDFAM_02827	CDS	393	ygiW		COG3111	Protein YgiW
EHACDFAM_02828	CDS	537	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
EHACDFAM_02829	CDS	390	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
EHACDFAM_02830	CDS	192				hypothetical protein
EHACDFAM_02831	CDS	231				hypothetical protein
EHACDFAM_02832	CDS	339	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
EHACDFAM_02833	CDS	288				hypothetical protein
EHACDFAM_02834	CDS	201				hypothetical protein
EHACDFAM_02835	CDS	270	matP		COG3120	Macrodomain Ter protein
EHACDFAM_02836	CDS	276	ompA		COG2885	Outer membrane protein A
EHACDFAM_02837	CDS	477	lysA	4.1.1.20		Diaminopimelate decarboxylase
EHACDFAM_02838	CDS	621			COG2081	putative protein
EHACDFAM_02839	CDS	312				hypothetical protein
EHACDFAM_02840	CDS	438				hypothetical protein
EHACDFAM_02841	CDS	333				hypothetical protein
EHACDFAM_02842	CDS	117				hypothetical protein
EHACDFAM_02843	CDS	180				hypothetical protein
EHACDFAM_02844	CDS	375	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
EHACDFAM_02845	CDS	261				hypothetical protein
EHACDFAM_02846	CDS	546	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
EHACDFAM_02847	CDS	348	ureF			Urease accessory protein UreF
EHACDFAM_02848	CDS	276				hypothetical protein
EHACDFAM_02849	CDS	354				hypothetical protein
EHACDFAM_02850	CDS	441	cheR	2.1.1.80		Chemotaxis protein methyltransferase
EHACDFAM_02851	CDS	381				hypothetical protein
EHACDFAM_02852	CDS	540				hypothetical protein
EHACDFAM_02853	CDS	135	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
EHACDFAM_02854	CDS	330	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
EHACDFAM_02855	CDS	180				hypothetical protein
EHACDFAM_02856	CDS	453	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
